,HMDB_ID,Metabolite,Gene,Database,Evidence
167,HMDB0000371,"1,3,12-Trihydroxycholan-24-oic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
168,HMDB0000376,"3b,7a,12a-Trihydroxy-5a-Cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
169,HMDB0000377,"3a,6b,7b,12b-Tetrahydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
170,HMDB0000381,Allolithocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
171,HMDB0000384,"3a,7a-Dihydroxycholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
172,HMDB0000385,12a-Hydroxy-3-oxocholadienic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
173,HMDB0000390,"3a,7b,12b-Trihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
174,HMDB0000391,7-Ketodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
175,HMDB0000395,"3b,7b,12a-Trihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
176,HMDB0000399,"3a,6b,7a,12a-Tetrahydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
177,HMDB0000400,"3,7-Dihydroxy-12-oxocholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
178,HMDB0000404,"2b,3a,7a-Trihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
179,HMDB0000411,"3a,12b-Dihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
180,HMDB0000414,"1b,3a,7a-Trihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
181,HMDB0000415,"3a,6b,7b-Trihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
182,HMDB0000419,"3b,7a,12a-Trihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
183,HMDB0000427,"3b,7b,12a-Trihydroxy-5a-Cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
184,HMDB0000432,"3a,7b,12a-Trihydroxy-5a-Cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
185,HMDB0000433,"1,3,7,12-Tetrahydroxycholan-24-oic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
186,HMDB0000437,"3a,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
187,HMDB0000438,"3b,12a-Dihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
188,HMDB0000447,"7a,12a-Dihydroxy-3-oxo-4-cholenoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
189,HMDB0000460,7-Hydroxy-3-oxocholanoic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
190,HMDB0000464,Calcium,CUBN / SLC22A6,HMDB,HMDB
191,HMDB0000467,Nutriacholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
192,HMDB0000476,"3-Oxo-4,6-choladienoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
193,HMDB0000478,Allodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
194,HMDB0000482,Caprylic acid,SLC22A11 / SLC22A6,HMDB,HMDB
195,HMDB0000502,3-Oxocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
196,HMDB0000503,7alpha-Hydroxy-3-oxo-5beta-cholan-24-oic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
197,HMDB0000505,Allocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
198,HMDB0000506,alpha-Muricholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
199,HMDB0000514,Allochenodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
200,HMDB0000518,Chenodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
201,HMDB0000527,"6a,12a-Dihydroxylithocholic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
202,HMDB0000538,Adenosine triphosphate,ATP7A / ATP7B / TAP1,HMDB,HMDB
203,HMDB0000545,Chenodeoxycholic acid disulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
204,HMDB0000601,Coprocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
205,HMDB0000607,Cyanocobalamin,AMN / CUBN / GIF / TCN1 / TCN2,HMDB,HMDB
206,HMDB0000619,Cholic acid,ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC3 / ABCC4 / SLC10A1 / SLC10A2 / SLC22A7 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
207,HMDB0000626,Deoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
208,HMDB0000659,Deoxycholic acid disulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
209,HMDB0000661,Glutaric acid,SLC22A11 / SLC22A6 / SLC22A7,HMDB,HMDB
210,HMDB0000664,Isohyodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
211,HMDB0000686,Isoursodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
212,HMDB0000710,4-Hydroxybutyric acid,SLC16A1 / SLC16A3 / SLC16A7,HMDB,HMDB
213,HMDB0000713,Isoallolithocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
214,HMDB0000717,Isolithocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
215,HMDB0000733,Hyodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
216,HMDB0000760,Hyocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
217,HMDB0000761,Lithocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
218,HMDB0000811,Murocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
219,HMDB0000826,Pentadecanoic acid,SLC27A1,HMDB,HMDB
220,HMDB0000865,Muricholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
221,HMDB0000907,Sulfolithocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
222,HMDB0000910,Tridecanoic acid,SLC27A1,HMDB,HMDB
223,HMDB0000917,Ursocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
224,HMDB0000946,Ursodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
225,HMDB0001041,2-Methylbutyryl-CoA,SLC27A1,HMDB,HMDB
226,HMDB0001070,Octanoyl-CoA,SLC27A1,HMDB,HMDB
227,HMDB0001088,Butyryl-CoA,SLC27A1,HMDB,HMDB
228,HMDB0001112,Glyceraldehyde 3-phosphate,SLCO2A1,HMDB,HMDB
229,HMDB0001113,Isovaleryl-CoA,SLC27A1,HMDB,HMDB
230,HMDB0001114,Stearoyl-CoA,SLC27A1,HMDB,HMDB
231,HMDB0001181,"4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
232,HMDB0001198,Leukotriene C4,ABCC1,HMDB,HMDB
233,HMDB0001206,Acetyl-CoA,SLC27A1,HMDB,HMDB
234,HMDB0001243,Isobutyryl-CoA,SLC27A1,HMDB,HMDB
235,HMDB0001257,Spermidine,SLC22A1 / SLC22A4,HMDB,HMDB
236,HMDB0001275,Propionyl-CoA,SLC27A1,HMDB,HMDB
237,HMDB0001290,Glutaconyl-CoA,SLC27A1,HMDB,HMDB
238,HMDB0001338,Palmityl-CoA,SLC27A1,HMDB,HMDB
239,HMDB0001341,ADP,ATP7A / ATP7B / SLC17A3,HMDB / RESOLUTE,HMDB / RESOLUTE
240,HMDB0001425,Estrone sulfate,SLC22A7 / SLCO1B1 / SLCO1C1 / SLCO4A1,HMDB,HMDB
241,HMDB0001510,Bupropion,SLC6A2,HMDB,HMDB
242,HMDB0001562,Folinic acid,ABCC2 / ABCC3 / ABCC4,HMDB,HMDB
243,HMDB0001830,Progesterone,ABCB1 / ABCB11 / ABCC1 / SLC10A1 / SLC22A1 / SLC22A2 / SLC22A3,HMDB,HMDB
244,HMDB0001842,Guanidine,SLC22A1 / SLC22A2 / SLC22A3 / SLC22A4 / SLC22A5,HMDB,HMDB
245,HMDB0001847,Caffeine,ABCB1,HMDB,HMDB
246,HMDB0001848,Imipramine,SLC6A2 / SLC6A4,HMDB,HMDB
247,HMDB0001850,Verapamil,SLC22A5,HMDB,HMDB
248,HMDB0001852,all-trans-Retinoic acid,CRABP1 / CRABP2,HMDB,HMDB
249,HMDB0001879,Aspirin,ABCB1 / SLC22A6 / SLC22A7,HMDB,HMDB
250,HMDB0001889,Theophylline,SLC22A7,HMDB,HMDB
251,HMDB0001894,Aspartame,SLC22A11 / SLC22A6,HMDB,HMDB
252,HMDB0001895,Salicylic acid,ABCB1 / SLC16A1 / SLC22A11 / SLC22A6 / SLC22A7 / SLCO2B1,HMDB,HMDB
253,HMDB0001917,Digoxin,SLCO1B1 / SLCO4C1,HMDB,HMDB
254,HMDB0001920,Dextromethorphan,SLC6A4,HMDB,HMDB
255,HMDB0001926,17a-Ethynylestradiol,ABCB1 / ABCB11 / ABCC2 / SLC10A1,HMDB,HMDB
256,HMDB0001933,Furosemide,ABCC2 / SLC12A1 / SLC12A5 / SLC22A11 / SLC22A5 / SLC22A6 / SLCO2A1,HMDB,HMDB
257,HMDB0001934,Nicotine,SLC22A1 / SLC22A2 / SLC22A3 / SLC22A4 / SLC22A5,HMDB,HMDB
258,HMDB0002009,Crotonoyl-CoA,SLC27A1,HMDB,HMDB
259,HMDB0002057,Pristanoyl-CoA,SLC27A1,HMDB,HMDB
260,HMDB0002082,Bisnorcholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
261,HMDB0002111,Water,AQP1 / AQP10 / AQP2 / AQP3 / AQP4 / AQP5 / AQP6 / AQP7 / AQP8 / AQP9 / ATP7A / ATP7B,HMDB / TransportDB,HMDB / TransportDB
262,HMDB0002163,Trihydroxycoprostanoic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
263,HMDB0002174,Cobalamin,CUBN / GIF / TCN1 / TCN2,HMDB,HMDB
264,HMDB0002195,Varanic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
265,HMDB0002212,Arachidic acid,SLC27A1,HMDB,HMDB
266,HMDB0002259,Heptadecanoic acid,SLC27A1,HMDB,HMDB
267,HMDB0002307,Acrylyl-CoA,SLC27A1,HMDB,HMDB
268,HMDB0002308,Hydroxocobalamin,AMN / CUBN / TCN1,HMDB,HMDB
269,HMDB0002329,Oxalic acid,SLCO2B1,HMDB,HMDB
270,HMDB0002421,7-Sulfocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
271,HMDB0002430,"(3a,5b,7a)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-b-D-Glucopyranosiduronic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
272,HMDB0002431,12b-Hydroxy-5b-cholanoic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
273,HMDB0002451,"7b,12a-Dihydroxycholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
274,HMDB0002488,"7a,12b-dihydroxy-5b-Cholan-24-oic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
275,HMDB0002492,7a-Hydroxy-5b-cholanic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
276,HMDB0002497,Glycochenodeoxycholate-3-sulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
277,HMDB0002504,3-Sulfodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
278,HMDB0002522,Chenodeoxycholic acid sulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
279,HMDB0002536,Isodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
280,HMDB0002585,"3beta,12beta-Dihydroxy-5beta-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
281,HMDB0002586,Chenodeoxycholic acid 3-sulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
282,HMDB0002642,Ursodeoxycholic acid 3-sulfate,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
283,HMDB0002845,Hexanoyl-CoA,SLC27A1,HMDB,HMDB
284,HMDB0003217,Genistein,ABCB1 / ABCC1 / ABCG2,HMDB,HMDB
285,HMDB0003571,Lauroyl-CoA,SLC27A1,HMDB,HMDB
286,HMDB0003712,(2E)-Dodecenoyl-CoA,SLC27A1,HMDB,HMDB
287,HMDB0003944,trans-2-Hexenoyl-CoA,SLC27A1,HMDB,HMDB
288,HMDB0003945,(2E)-Hexadecenoyl-CoA,SLC27A1,HMDB,HMDB
289,HMDB0003946,(2E)-Tetradecenoyl-CoA,SLC27A1,HMDB,HMDB
290,HMDB0003948,(2E)-Decenoyl-CoA,SLC27A1,HMDB,HMDB
291,HMDB0003949,(2E)-Octenoyl-CoA,SLC27A1,HMDB,HMDB
292,HMDB0004257,3Z-dodecenoyl-CoA,SLC27A1,HMDB,HMDB
293,HMDB0004258,Eicosanoyl-CoA,SLC27A1,HMDB,HMDB
294,HMDB0005010,Sertraline,SLC6A4,HMDB,HMDB
295,HMDB0005016,Venlafaxine,SLC6A2 / SLC6A4,HMDB,HMDB
296,HMDB0005022,Pravastatin,ABCC2 / SLCO1B1,HMDB,HMDB
297,HMDB0005028,Escitalopram,SLC6A4,HMDB,HMDB
298,HMDB0005035,Ondansetron,ATP7A,HMDB,HMDB
299,HMDB0005038,Citalopram,SLC6A4,HMDB,HMDB
300,HMDB0005782,Hesperetin,MTTP,HMDB,HMDB
301,HMDB0006404,Decanoyl-CoA (n-C10:0CoA),SLC27A1,HMDB,HMDB
302,HMDB0006497,Heptadecanoyl CoA,SLC27A1,HMDB,HMDB
303,HMDB0006526,Tetracosanoyl-CoA,SLC27A1,HMDB,HMDB
304,HMDB0006529,trans-Octadec-2-enoyl-CoA,SLC27A1,HMDB,HMDB
305,HMDB0006898,Chenodeoxyglycocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
306,HMDB0011660,2-Methylhexanoyl-CoA,SLC27A1,HMDB,HMDB
307,HMDB0012969,Heptanoyl-CoA,SLC27A1,HMDB,HMDB
308,HMDB0013028,Nonanoyl-CoA,SLC27A1,HMDB,HMDB
309,HMDB0013037,Pentanoyl-CoA,SLC27A1,HMDB,HMDB
310,HMDB0013114,Undecanoyl-CoA,SLC27A1,HMDB,HMDB
311,HMDB0013839,N-Desmethylaminopyrine,SLC22A6,HMDB,HMDB
312,HMDB0013840,3-Hydroxymethylantipyrine,SLC22A6,HMDB,HMDB
313,HMDB0013842,O-Deethylated candesartan,ABCB1,HMDB,HMDB
314,HMDB0013846,E-3179,ABCB1 / SLC22A6,HMDB,HMDB
315,HMDB0013848,4-Hydroxyvalsartan,SLCO1B1 / SLCO1B3,HMDB,HMDB
316,HMDB0013856,4-Hydroxycyclophosphamide,ABCB1,HMDB,HMDB
317,HMDB0013862,N-desmethylimatinib,ABCB1 / ABCG2 / SLC22A1 / SLC22A2,HMDB,HMDB
318,HMDB0013866,N-Desmethyltamoxifen,ABCB1 / ABCB11 / ABCG2,HMDB,HMDB
319,HMDB0013895,"3',4'-Dihydrodiol",ABCB1 / ABCC2 / SLCO1C1,HMDB,HMDB
320,HMDB0013897,4-ene-Valproic acid,SLC16A1 / SLC22A5 / SLC22A6 / SLC22A7,HMDB,HMDB
321,HMDB0013919,N-Desmethyleletriptan,ABCB1,HMDB,HMDB
322,HMDB0013946,8-Hydroxycarvedilol,ABCB1,HMDB,HMDB
323,HMDB0013961,O-Desmethylverapamil (D-702),ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC3 / ABCC4 / ABCG2 / SLC22A1 / SLC22A4 / SLC22A5 / SLC6A4 / SLCO1A2 / SLCO1B1,HMDB,HMDB
324,HMDB0013974,4'-Hydroxydiclofenac,ABCB1 / ABCC1 / ABCC4 / SLC22A11 / SLC22A6 / SLCO1C1,HMDB,HMDB
325,HMDB0013989,O-Desmethylnaproxen,SLC22A6 / SLCO1A2,HMDB,HMDB
326,HMDB0013995,Hydroxycelecoxib,ABCC4,HMDB,HMDB
327,HMDB0014008,Hydroxylansoprazole,ABCB1 / ABCG2,HMDB,HMDB
328,HMDB0014010,5-Hydroxyomeprazole,ABCB1 / ABCC3 / ABCG2,HMDB,HMDB
329,HMDB0014021,N-Desmethylcitalopram,ABCB1 / SLC6A4,HMDB,HMDB
330,HMDB0014024,2-Hydroxychlorpropamide,ABCB1 / SLC15A1 / SLC15A2 / SLC22A6,HMDB,HMDB
331,HMDB0014096,5'-Hydroxypiroxicam,SLC22A11 / SLC22A6,HMDB,HMDB
332,HMDB0014322,Fluvoxamine,ABCB1 / SLC6A4,HMDB,HMDB
333,HMDB0014334,Bortezomib,SLC31A1,HMDB,HMDB
334,HMDB0014337,Phentermine,SLC6A2 / SLC6A4,HMDB,HMDB
335,HMDB0014339,Tramadol,SLC6A2 / SLC6A4,HMDB,HMDB
336,HMDB0014342,Fluconazole,ABCB1,HMDB,HMDB
337,HMDB0014344,Erythromycin,ABCB1 / ABCC1 / SLC22A7 / SLCO1A2,HMDB,HMDB
338,HMDB0014351,Reserpine,ABCB1 / ABCB11 / ABCC2 / SLC22A1 / SLC22A2,HMDB,HMDB
339,HMDB0014352,Azithromycin,ABCB1,HMDB,HMDB
340,HMDB0014359,Torasemide,SLC12A1,HMDB,HMDB
341,HMDB0014365,Nelfinavir,ABCB1 / ABCG2 / SLC22A1 / SLCO1A2 / SLCO1B1,HMDB,HMDB
342,HMDB0014369,Indinavir,ABCB1 / ABCC1 / ABCC2 / SLC22A1 / SLCO1A2 / SLCO1B1,HMDB,HMDB
343,HMDB0014377,Methyclothiazide,SLC12A1,HMDB,HMDB
344,HMDB0014379,Reboxetine,ABCB1 / SLC6A2,HMDB,HMDB
345,HMDB0014387,Cladribine,ABCG2 / SLC22A1 / SLC22A2,HMDB,HMDB
346,HMDB0014399,Doxycycline,SLC22A11 / SLC22A6,HMDB,HMDB
347,HMDB0014420,Olmesartan,ABCC2 / SLCO1B1 / SLCO1B3,HMDB,HMDB
348,HMDB0014421,Amsacrine,ABCB1,HMDB,HMDB
349,HMDB0014434,Atomoxetine,SLC6A2 / SLC6A4,HMDB,HMDB
350,HMDB0014440,Morphine,ABCB1,HMDB,HMDB
351,HMDB0014450,Mitomycin,ABCB1,HMDB,HMDB
352,HMDB0014456,Ethoxzolamide,SLC22A6,HMDB,HMDB
353,HMDB0014465,Dihydroergotamine,ABCB1,HMDB,HMDB
354,HMDB0014476,Ipratropium bromide,SLC22A4 / SLC22A5,HMDB,HMDB
355,HMDB0014477,Methadone,ABCB1,HMDB,HMDB
356,HMDB0014486,Terfenadine,ABCB1,HMDB,HMDB
357,HMDB0014487,Diltiazem,ABCB1,HMDB,HMDB
358,HMDB0014488,Protriptyline,ABCB1 / SLC6A2 / SLC6A4,HMDB,HMDB
359,HMDB0014496,Thioguanine,ABCC4,HMDB,HMDB
360,HMDB0014500,Chlorzoxazone,ABCB1,HMDB,HMDB
361,HMDB0014502,Mefloquine,ABCB1,HMDB,HMDB
362,HMDB0014505,Vinorelbine,ABCB1,HMDB,HMDB
363,HMDB0014513,Cidofovir,SLC22A6,HMDB,HMDB
364,HMDB0014515,Meprobamate,ABCB1,HMDB,HMDB
365,HMDB0014517,Timolol,ABCB1,HMDB,HMDB
366,HMDB0014526,Tacrine,ABCB1,HMDB,HMDB
367,HMDB0014542,Sorafenib,ABCB1 / ABCC2 / ABCC4 / ABCG2,HMDB,HMDB
368,HMDB0014543,Zoledronate,ABCC1,HMDB,HMDB
369,HMDB0014545,Nisoldipine,ABCB1,HMDB,HMDB
370,HMDB0014557,Pramipexole,SLC22A1 / SLC22A2,HMDB,HMDB
371,HMDB0014566,Methylphenidate,SLC6A2 / SLC6A4,HMDB,HMDB
372,HMDB0014572,Streptozocin,ABCB1 / ABCC2,HMDB,HMDB
373,HMDB0014576,Trifluridine,SLC22A6,HMDB,HMDB
374,HMDB0014581,Allopurinol,SLC22A7,HMDB,HMDB
375,HMDB0014583,Trimethoprim,ABCB1,HMDB,HMDB
376,HMDB0014584,Gemcitabine,ABCB1 / SLC29A1,HMDB,HMDB
377,HMDB0014587,Teniposide,ABCC6 / ABCG2,HMDB,HMDB
378,HMDB0014588,Epirubicin,ABCC1,HMDB,HMDB
379,HMDB0014589,Chloramphenicol,SLC22A6,HMDB,HMDB
380,HMDB0014590,Loracarbef,SLC15A1 / SLC15A2,HMDB,HMDB
381,HMDB0014611,Quinine,ABCB1 / SLC22A1 / SLC22A2 / SLC22A4 / SLC22A5 / SLCO1A2,HMDB,HMDB
382,HMDB0014613,Tetrahydrocannabinol,ABCB1 / ABCG2,HMDB,HMDB
383,HMDB0014614,Montelukast,SLCO2B1,HMDB,HMDB
384,HMDB0014619,Duloxetine,SLC6A2 / SLC6A4,HMDB,HMDB
385,HMDB0014628,Dicloxacillin,SLC15A1 / SLC15A2,HMDB,HMDB
386,HMDB0014633,Buspirone,ABCB1,HMDB,HMDB
387,HMDB0014636,Cefotaxime,SLC15A1 / SLC15A2 / SLC22A11 / SLC22A6 / SLC22A7,HMDB,HMDB
388,HMDB0014643,Tolmetin,SLC22A6,HMDB,HMDB
